scene_file,exists,size,version,declared_len,command_count,string_count,actor_candidates,dialogue_preview,stage_refs,note
4-6-3.sc,yes,576,1,568,16,8,曹操 / 刘备 / 关羽 / 张飞,曹  操：玄德兄久别无恙。 | 刘  备：吕布忘义小人，我遭其追灭，特来投靠丞相。 | 曹  操：吕布是无义之徒，我和你合力消灭他，现在你暂且无依靠，先到豫州安身。 | 刘  备：谢丞相。,44:马匹劫掠战,
4-7-1.sc,yes,331,1,323,9,3,,禀主公，袁术已起兵攻打汝南，玄德公派人来请援。 | （袁术真是越来越嚣张，怕是要造反。） | 传令下去，兵发汝南！,45:牵制袁术,
4-7-3.sc,yes,255,1,247,8,5,刘备 / 张飞 / 关羽,玄德可安好？ | 刘  备：多谢将军援手，有了将军相助，汝南无忧。,45:牵制袁术,
4-8-1.sc,yes,333,1,325,10,6,刘备 / 关羽 / 张飞,听闻丞相遭张绣攻击，我须前去救援。 | 刘  备：袁术现已退兵，将军放心去吧。 | 玄德保重。,46:张绣之乱,
4-8-3.sc,yes,499,1,491,15,4,曹操,（可恶的张绣，居然让我折损了大将典韦！） | 丞相，张绣已被我击败，我们一同进兵将其剿灭吧。 | 多谢将军援助，此役我军损失过大，还是待秋收时再议吧。,46:张绣之乱,
4-9-1.sc,yes,650,1,642,12,8,曹操 / 荀彧,曹  操：现吕布与袁术交战，我想趁此机会除掉吕布。 | 荀彧：不可！吕布反复无常，逼急了，必定与袁术联合，反而不利朝廷。 | 先生可有计策？ | 荀彧：下诏拜吕布领徐州牧，并出兵协助，一同攻打袁术，削弱其实力。 | 文若先生此计甚好，我愿出兵剿贼。,47:吕袁之战,
4-9-2.sc,yes,582,1,574,12,7,吕布,吕  布：将军来此，可是想乘人之危？ | 吕将军误会了，在下特来下诏。 | 朝廷有旨，封吕布为平东将军，领徐州牧，并命将军率兵抗击逆贼袁术。 | 吕   布：哈哈，为国出力是本份啊。 | 朝廷派我来协助将军，我愿意当先锋军。,47:吕袁之战,
4-9-3.sc,yes,463,1,455,10,5,吕布,袁术已败，在下要回朝复命。 | 吕   布：请将军先随我回军中，待我好好款待后再走不迟。 | （吕布狼子野心，迟早是朝廷大患，不可深交。） | 在下有旨在身，不敢拖延。多谢将军美意，告辞了。,47:吕袁之战,
4-10-1.sc,yes,372,1,364,10,4,,步  兵：报！探子来报，徐州城内兵力空虚！ | 好！ | （果然不出所料，吕布围攻刘备，这里果然是座空城） | 传令下去，即刻攻城！,48:兵围小沛,
4-10-3.sc,yes,732,1,724,18,7,吕布,吕  布：无耻小人！竟敢偷我徐州！ | 大胆吕布，朝廷不念旧恶，让你领徐州牧，你却不思勤政安民，报效天恩。 | 竟起这无妄之兵，狼子野心，昭然若揭。 | 吕  布：你…… | 哨  兵：报！曹操和刘备领着大军正从汝南袭来，要捉拿将军！,48:兵围小沛,
4-11-1.sc,yes,805,1,797,26,9,吕布 / 陈宫 / 臧霸 / 高顺,陈  宫：小沛是小城，将军不可死守。 | 吕  布：你有何计策？ | 陈  宫：突围到下邳城。下邳防御坚固，粮草充足，只需坚守不出，敌军粮尽后就会退兵。 | 吕  布：好！那我们立刻突围！ | 臧  霸：主公先走，我来挡住他们！,49:吕布逃亡,
4-11-3.sc,yes,403,1,395,11,6,曹操 / 刘备,禀丞相，吕布逃进了下邳城！ | 刘  备：下邳城易守难攻，这如何是好？ | 曹  操：嗯…… | 曹  操：我已经有妙计，破城就在几日内。,49:吕布逃亡,
4-12-1.sc,yes,432,1,424,11,6,曹操 / 刘备,曹  操：放水！水淹下邳！ | 刘  备：丞相，现在下邳已被水淹，是否开始进攻？ | 曹  操：好。就按之前的计划，我们各自领兵攻城。 | 好！,50:水淹下邳,
4-12-3.sc,yes,232,1,224,12,1,,城门已破！随我灭入城去，生擒吕布！,50:水淹下邳,
4-13-1.sc,yes,694,1,686,20,7,臧霸 / 宋宪,宋  宪：西门已被攻破，吕将军这时居然还在花天酒地。 | 臧  霸：唉！不如我们投降吧。 | 宋  宪：我有个主意，咱去把他的赤兔马和方天画戟偷走，投降之后必定有赏。 | 臧  霸：好！就这么办！ | 灭呀！活捉吕布！,51:吕布遭擒,
4-13-3.sc,yes,869,1,861,22,11,曹操 / 吕布 / 刘备,曹  操：吕布，今日被擒，有什么话可说啊？ | 吕  布：哼！若不是出了叛徒，你们岂是我的对手！ | 曹  操：你若能善待手下，又何来的叛徒？ | 吕  布：…… | 吕  布：听闻丞相一向爱才，吕布愿追随左右，助丞相平定天下。,51:吕布遭擒,
5-1-1.sc,yes,769,1,761,14,10,献帝 / 曹操 / 荀彧,献  帝：袁术越来越不安分了，几位可有对策？ | 曹  操：单靠朝廷的力量，想消灭袁术可能会两败俱伤。 | 如果能分化袁术的力量，再依靠诸侯联手，就容易的多。 | 荀  彧：我有一计，袁术手下有一员虎将——孙策！ | 曹  操：孙策？其父可是原江东霸主——孙坚？,53:初会孙策,
5-1-2.sc,yes,294,1,286,10,3,斥候,斥  候：报！孙策的先锋大将雷薄已进入我军伏击圈。 | 很好，即刻发起攻击。,53:初会孙策,
5-1-3.sc,yes,1511,1,1503,47,14,雷薄 / 孙策,孙  策：雷将军先退，让我孙策来会会敌人。 | 孙将军果然勇武。 | 孙  策：废话少说，再来战过！ | 将军一身本事，为何委身袁术？ | 孙  策：哼！想招揽我，你还不够资格。,53:初会孙策,
5-2-1.sc,yes,917,1,909,20,11,黄盖 / 程普 / 孙策,孙  策：让将军久等了。 | 将军现在万事具备，欲先取何处？ | 孙  策：曲阿县原是我母舅之地，家母也在曲阿境内，当先取此地。 | 程  普：曲阿乃富庶之地，粮草充足，怕是不易攻取。 | 听闻刘繇将粮草囤积于通许县，我有一提议。,54:孙策举兵,
5-2-3.sc,yes,550,1,542,11,6,斥候,斥候：报——！孙将军在岭南设伏，现与刘繇援军陷入苦战，局势不明。 | 嗯？以孙将军之勇武，居然不能速胜？ | 斥候：援军中有一员虎将，名叫太史慈，异常勇猛。 | （名震北海的太史慈居然在此！） | 传令下去，整顿兵马，助孙将军破敌。,54:孙策举兵,
5-3-1.sc,yes,637,1,629,19,5,朱治,朱  治：将军来得正及时啊，我正想向将军请援。 | 我已知道了，特前来助战。 | 朱  治：将军不要轻敌，敌军有一将名太史慈，勇猛无比，我家主公与他苦战不下。 | 情况紧急，我先去援助孙将军。,55:酣战太史慈,
5-3-3.sc,yes,570,1,562,13,7,孙策 / 程普,程  普：主公！你受伤了！ | 孙将军遭暗箭所伤，快送回军营里医治。 | 孙  策：我无大碍，只是我见太史慈如此勇猛，心甚爱之，不忍力战。 | （孙策居然如此爱惜人才。） | 孙将军先回帐中疗伤，我已有计擒拿太史慈。,55:酣战太史慈,
5-4-1.sc,yes,954,1,946,13,10,孙策,孙  策：我欲收太史慈，将军有何良策？ | 此计不仅可擒拿太史慈，曲阿也可一举拿下。 | 孙  策：是何计策？望将军赐教！ | 放出流言说将军已中箭身亡，并令全军撤离，敌军得知，必遣大军前来追击。。 | 此时城中空虚，我则伪装为刘繇军，趁机灭入城中，占领曲阿。将军则沿途设伏，灭退来军。,56:攻克曲阿,
5-4-2.sc,yes,569,1,561,21,5,,时候差不多了，我们出发！ | 来者何人？ | 主公怕敌军偷袭，特命我等回城固守。 | 放下吊桥。 | 将士们，冲进城去！,56:攻克曲阿,
5-4-3.sc,yes,1517,1,1509,31,17,太史慈 / 孙策,太史慈！你已经无处可逃了！ | 孙  策：我甚爱将军之勇，望能加入我军。 | 太史慈：大丈夫死则死矣，岂能投降！ | 大丈夫在世，当立不世之功，太史将军就甘心如此死去？ | 太史慈：……,56:攻克曲阿,
5-5-1.sc,yes,516,1,508,15,8,孙策 / 程普 / 黄盖 / 斥候,报！太史慈将军传信，严白虎已率大军出城。 | 子义之计果然成功了。 | 孙  策：那就请将军按计划迎击严白虎，我自领兵去夺吴城。 | 好，某先行一步了！,57:分兵战吴城,
5-5-3.sc,yes,778,1,770,17,10,孙策 / 太史慈 / 周瑜,孙  策：哈哈哈！子义不欺我，吴城已然夺下了。 | 恭喜孙将军！现已有两城根基，可趁势攻取江东重镇——会稽。 | 孙  策：会稽太守王朗手有重兵，怕是难以攻下。 | 周  瑜：伯符勿忧，我有妙计可取会稽。 | 孙  策：公瑾——！,57:分兵战吴城,
5-6-1.sc,yes,710,1,702,11,8,孙策 / 周瑜,孙  策：会稽今有重兵，公谨有何妙计？ | 周  瑜：我已探知会稽虽有重兵，但查渎却防守空虚，而查渎乃会稽屯粮之地。 | 公谨可是想先取查渎？ | 周  瑜：不，我军只是假意攻取查渎，以诱援军，由将军率本部截灭援军，并放跑部分败军。 | 周  瑜：再由伯符率部乔装，混入溃败的敌军，混进城中，内外夹击，一举破城。,58:奇袭会稽,
5-6-2.sc,yes,607,1,599,25,4,周昕,周  昕：孙策正在攻打查渎，大家加快速度，一定要救下查渎。 | 士  兵：是！ | 周  昕：不好，有埋伏！,58:奇袭会稽,
5-6-3.sc,yes,654,1,646,13,8,孙策 / 周瑜 / 将领,恭喜孙将军，江东已悉数平定，可勿忘先前之约啊。 | 孙  策：将军如此助我，我必履行诺言！ | 目前出兵袁术的时机还未到。 | 待时机到时，我发书信与将军，将军可依长江之利攻打庐江；我与曹丞相分别攻打合肥与寿春，三面夹击下，袁术必败。 | 孙  策：好！静待将军起兵！,58:奇袭会稽,
5-7-1.sc,yes,342,1,334,10,3,步兵,步  兵：前方来报，曹丞相已领兵攻打寿春，孙策将军也已起兵进攻庐江。 | 好，那就按计划进攻合肥，即刻起兵。,59:袁术称帝,
5-7-2.sc,yes,534,1,526,19,4,斥候,（曹操和孙策都起兵了，只要攻下合肥和庐江，袁术的寿春就只剩一座孤城了。） | 斥  候：报！前方发现袁术军马！ | 准备迎敌！,59:袁术称帝,
5-7-3.sc,yes,517,1,509,11,4,,将军，这股敌人来的甚是蹊跷。 | 如此伎俩，我岂能不知。敌人必是想在此拖延我军，等我们扎营后，他们趁夜劫营。 | 哼！正好可以将计就计，传令扎营，夜里每人都换上袁术军的军服，让他们劫空营，我们去偷袭合肥！ | 是！,59:袁术称帝,
5-8-1.sc,yes,787,1,779,23,10,守军,都换好军服了吗？ | 都换好了！ | 好！出发！ | 守  军：来者是何人？ | 陛下得知有贼人前来攻击合肥，命我等前来援助。,60:进攻合肥,
5-8-3.sc,yes,712,1,704,15,8,斥候,孙将军那边情况如何？ | 斥  候：孙将军已经攻下庐江！ | 曹丞相那边呢？ | 斥  候：曹丞相已将寿春层层包围，只等将军会合后共同攻城。 | （曹操果然多谋，寿春四面遭围，城内必然人心惶惶，我就来应和他。）,60:进攻合肥,
5-9-1.sc,yes,1041,1,1033,27,9,曹操 / 孙策,曹  操：袁术现已如瓮中之鳖，曹某可就等两位了。 | 听闻丞相围城已久，想必袁军已无士气。 | 曹  操：正是，现只恐袁军背水一战，于我军不利。 | 孙  策：可否诱袁术弃城而逃，我们再围而歼之。 | 好主意，我们可假意各自强攻一门，只留下东门。,61:攻打寿春,
5-9-3.sc,yes,327,1,319,13,2,,斥  候：报！袁术从东门突围而去！ | 果然不出我所料！全军追击！,61:攻打寿春,
5-10-1.sc,yes,870,1,862,36,10,曹操 / 徐晃 / 曹仁 / 袁术 / 陈兰 / 阎象,陈  兰：主公先走，我来挡住他们！ | 哈哈！袁术，我可是恭候多时了！ | 袁  术：可恶小子！给我灭过去！ | 迎战！,62:袁术逃亡,
5-10-3.sc,yes,649,1,641,19,8,袁术 / 曹操 / 斥候,袁术，你逃不掉了！ | 曹  操：袁术，束手就擒吧。 | 斥  候：报！北面来了一队军马，似乎是袁绍的军队！ | 袁  术：哈哈哈！我就知道本初必然不会置兄弟之情于不顾！我有救啦！ | 快！先抓住袁术！,62:袁术逃亡,
6-1-1.sc,yes,1483,1,1475,38,11,信使 / 张南,信  使：将军，我家主公公孙将军有书信一封。 | 将军亲启，我驻守幽州十余年，<br/>忠心汉室，保大汉边境不受夷狄入侵。<br/>然袁绍取韩馥冀州后，竟意图再夺我并、幽两州，<br/>其颠覆汉室的野心昭然若揭。我欲伸义于汉，<br/>奈何为贼所困，望将军援我灭贼。 | （听闻袁术已将玉玺转予袁绍，看来这袁家称帝之心不死不休！） | 袁绍素有不臣之心，我早已知之，你可速回报公孙将军，我即日起兵前往助之。 | 信  使：谢将军！,64:公孙瓒借兵,
6-1-3.sc,yes,510,1,502,16,4,斥候,（袁绍身边不乏能人啊，能够料算到我军行进的路线，看样子公孙瓒要吃苦头了。） | 斥  候：报！公孙瓒在界桥败兵被围！ | 不出我所料，我们快去救援！,64:公孙瓒借兵,
6-2-1.sc,yes,741,1,733,35,7,公孙瓒 / 麴义 / 敌将,公孙将军！我来了！ | 公孙瓒：将军助我！ | 全军压上！,65:大战界桥,
6-2-3.sc,yes,624,1,616,21,5,公孙瓒,可先歇息，敌军已经追不上我们了。 | 公孙瓒：不料袁绍居然如此强，我轻敌了…… | 胜负乃兵家常事，不如我们且退平原，整顿兵马后再战。 | 公孙瓒：也只能如此了……,65:大战界桥,
6-3-1.sc,yes,500,1,492,23,3,公孙瓒,前方便是平原的龙凑县，我们可在此重整兵马。 | 糟了！有伏兵！,66:龙凑之战,
6-3-3.sc,yes,854,1,846,25,9,公孙瓒 / 将领,公孙瓒：此处乃青州地界，何来袁绍兵马？ | 公孙将军，恐怕袁绍早已袭取了青州，此地不宜久留。 | 公孙瓒：这…… | 袁绍势已成，为今之计只能暂撤回幽州了。 | 公孙瓒：可恶袁绍！迟早要你覆灭！,66:龙凑之战,
6-4-1.sc,yes,795,1,787,21,8,公孙瓒 / 将领 / 哨兵,公孙瓒：已经回到了幽州地界，我得立刻集结兵马！ | 哨兵：报！袁绍领兵来犯，已经兵临巨马水！ | 公孙瓒：来的如此之快！速速前去迎敌！ | 公孙将军！我有一计！将军可正面吸引袁绍注意，我从侧面绕路袭其后方，则敌军可破。 | 公孙瓒：此计可行！就依将军！,67:巨马水反击,
6-4-3.sc,yes,256,1,248,10,3,公孙瓒,袁绍败退了，可趁此机会追击！ | 公孙瓒：追！,67:巨马水反击,
6-5-1.sc,yes,632,1,624,23,7,袁绍 / 张郃 / 公孙瓒,袁  绍：张郃救我！ | 张  郃：主公先退！我来挡住他们！ | 看来有援军了，公孙将军你去追袁绍，不要让他跑了，我来对付援军！ | 公孙瓒：好！,68:许昌之变,
6-5-3.sc,yes,1099,1,1091,25,13,公孙瓒 / 将领 / 使者,公孙将军可有追到袁绍？ | 公孙瓒：让他给跑了！ | 使者：圣旨到！ | 奉天承运，皇帝诏曰<br/>袁绍与公孙瓒皆汉臣<br/>不可内斗而使夷狄有入侵之机<br/>现命双方各自镇守一方，不得相扰！ | 使者：丞相有言！如不从者，朝廷发兵拒之！,68:许昌之变,
6-6-1.sc,yes,951,1,943,19,9,使者 / 曹操,使  者：将军，许昌有变，刘备突然反叛朝廷，丞相大为震怒，故此次派我前来知会将军速回许昌。 | 什么！刘备居然反叛？ | （刘备可是皇叔，平日也对皇上十分恭敬，如何会有反叛之心？） | 我这就回许昌，请天使与我同行。 | 丞相！刘备为何会反叛？据我所知，他一心忠于汉室啊。,69:刘曹反目,
6-6-2.sc,yes,479,1,471,9,5,曹操,曹  操：刘备目前在徐州，关羽和张飞分别驻守下邳和小沛，形成掎角之势。 | 关羽、张飞乃是当世猛将，我恐无法抵敌，但刘备我还能应付的来。 | 曹  操：那么刘备就交给将军了，我自引军拿下关羽和张飞。 | 此法可行。,69:刘曹反目,
6-6-3.sc,yes,1961,1,1953,39,21,刘备 / 曹操 / 郭嘉,反贼刘备！还不束手就擒！ | 刘  备：何谓我是反贼？ | 公然起兵，非反何为？ | 刘  备：…… | 大丈夫敢作敢当，为何哭泣做儿女态！？,69:刘曹反目,
6-7-1.sc,yes,796,1,788,19,10,曹操 / 郭嘉 / 哨兵,曹  操：袁绍统一了河北，现在给我下战书了…… | 听闻袁绍欲攻许昌？ | 曹  操：这是他下的战书，你看看吧。 | 哨  兵：报！袁绍军先锋颜良已在白马驻扎，从将高览率军来攻，现已到达酸枣！ | 曹  操：什么！这么快！,70:袁绍下战书,
6-7-3.sc,yes,315,1,307,10,2,,许昌的危险暂时是化解了，但是还不知道白马那的战况如何，我们得尽快赶过去了！ | 骑  兵：是！,70:袁绍下战书,
6-8-1.sc,yes,592,1,584,23,7,曹操 / 吕威璜,此处战况如何？ | 曹  操：敌军正与我军对峙。 | 吕威璜：谁敢来战！？ | 曹  操：居然如此嚣张！ | 我去战他！,71:白马之战,
6-8-3.sc,yes,461,1,453,18,4,颜良,颜  良：敢与我战否！？ | （好大的蛮力！不可力敌啊！暂且先撤！） | 颜  良：全军突击！,71:白马之战,
6-9-1.sc,yes,931,1,923,20,13,曹操 / 程昱 / 关羽,曹  操：颜良果然是猛将，我们该如何破他？ | 程  昱：我想，或许关羽可斩颜良。 | 曹  操：云长？ | 程  昱：是也，关羽曾斩华雄，力敌吕布，必能将颜良斩首。 | 曹  操：如此甚好！快请云长前来！,72:关羽战颜良,
6-9-3.sc,yes,305,1,297,13,4,关羽 / 颜良,关  羽：想跑？看谁的马快！ | 颜良：啊！！！,72:关羽战颜良,
6-10-1.sc,yes,479,1,471,20,4,关羽 / 颜良,步  兵：颜将军被灭了，快跑啊！ | 颜良已死！全军出击！,73:逐兵白马,
6-10-3.sc,yes,566,1,558,13,8,袁绍 / 文丑 / 哨兵,哨  兵：报！我军兵败，颜将军已阵亡！ | 袁  绍：什么！！！颜良阵亡！？ | 文  丑：主公！颜良与我如同手足！容我前去报仇！ | 袁  绍：可恶曹瞒！竟然斩我大将！文丑听令！命你领十万大军前去复仇！ | 文  丑：是！,73:逐兵白马,
6-11-1.sc,yes,821,1,813,16,10,曹操 / 哨兵,曹  操：颜良被斩，袁绍必不善罢甘休。 | 哨  兵：报！袁绍军大将文丑领兵十万进攻延津！ | 曹  操：果不其然，将军可否代为御敌？ | 丞相何不亲往？ | 曹  操：我恐袁绍再袭他处，我们就疲于奔命了。况且我军军粮已难为继……,74:延津之战,
6-11-3.sc,yes,330,1,322,11,4,文丑,敌军如此势大！刚消灭完一波，文丑又至矣！ | 文  丑：看我取你性命！ | 列阵！迎敌！,74:延津之战,
7-1-1.sc,yes,739,1,731,18,8,曹操 / 哨兵,哨  兵：报！袁绍率七十万大军，直奔官渡！ | 曹  操：我军粮草稍少，若不速战，待军粮耗尽，必败于袁绍之手。不如趁其远来疲弊，先击之。 | 曹  操：传我令！三军集结，迎击袁绍！ | 哨  兵：报！曹丞相迎击袁绍陷入围困中！ | 什么？马上集结军队！前去营救！,76:袁绍兴兵,
7-1-3.sc,yes,458,1,450,10,5,曹操,曹  操：我轻敌矣！此战败绩，我军士气不振，不如回城固守。 | 此战虽败，然我料袁绍必喜悦冲头，轻视丞相，可趁此定计攻之。 | 曹  操：有何计可败之？ | 此处不便，丞相且回营听我细说。,76:袁绍兴兵,
7-2-1.sc,yes,401,1,393,8,5,曹操,曹  操：将军有何计可败袁绍？ | 袁绍欺丞相败，必举兵来攻寨，丞相可全力防守。 | 我则趁机袭其后方，彼军必乱，丞相可趁势攻之，其必败也。 | 曹  操：此计可行！就依你。,77:奇袭袁绍,
7-2-3.sc,yes,401,1,393,9,4,曹操,曹  操：袁军此战一败，必有所防备，再战难胜。 | 袁绍此次败军，短期不会再贸然进攻，且手下互不相容，可待其变再攻。 | 曹  操：将军之言是也，且回营暂作休整。,77:奇袭袁绍,
7-3-1.sc,yes,777,1,769,15,10,曹操 / 哨兵,曹  操：近日我军粮草消耗甚大，我有意暂退回许都。 | 我认为不可，退军则士气低落，我们都会陷入被动。 | 步  兵：细作来报！袁军韩猛将于今夜押运粮草至袁绍军前接济！ | 丞相，韩猛今夜押运粮草，何不趁此机会前去劫粮？ | 曹  操：我正有此意，不知将军可愿亲往？,78:劫兵粮,
7-3-3.sc,yes,335,1,327,7,4,曹操,曹  操：彼军粮草为我所劫，可暂时缓解军中缺粮的困境。 | 军以粮为先，丞相可修书一封往许都催粮。 | 曹  操：也好，我作书催荀彧速送粮草。,78:劫兵粮,
7-4-1.sc,yes,1766,1,1758,33,16,许攸 / 袁绍 / 曹操,步  兵：报！我军截获曹操军往许昌密信一封。 | 许  攸：原来彼军缺粮，可速报主公。 | 许  攸：主公！曹操军缺粮，我军可兵分两路，一面进攻官渡，一面袭许昌，则曹操必为所擒。 | 袁  绍：哼！审配密告你侄在冀州受贿，我想你必定也受了曹操的贿赂，想诱我出军！ | 袁  绍：雕虫小技岂能骗的过我！念在你随我多年的份上，就饶了你的狗命，给我滚出去！以后不必再来见我！,79:许攸献计,
7-4-3.sc,yes,321,1,313,10,3,哨兵,步  兵：将军，守军已尽皆击败，但袁绍派袁军前来支援。 | 我自有抵挡之策，可先纵火烧乌巢粮！,79:许攸献计,
7-5-1.sc,yes,273,1,265,10,2,,三军听令！敌人援军正赶来，我们前去半路突袭之。 | 骑  兵：是！,80:火烧乌巢,
7-5-3.sc,yes,804,1,796,20,8,曹操,曹  操：将军辛苦，袁绍劫营军已被我击败，袁绍若知道乌巢被烧，军心必然大乱。 | 曹  操：此时乃进攻袁绍的最佳时机，请将军即刻出兵，前去攻打。 | 丞相不去吗？ | 曹  操：将军为先驱，我可在其退军路上设伏。 | （曹操是拿我军当炮灰？）,80:火烧乌巢,
7-6-1.sc,yes,520,1,512,12,5,,曹操居然让我军去当炮灰！ | 骑  兵：将军息怒，丞相之命不可违啊…… | 既然如此，传我令，我军换上袁绍军服，混入其营寨中，举火为号，然后脱掉伪装，攻击袁军！ | 骑  兵：是！ | 我们出发！,81:反守为攻,
7-6-3.sc,yes,755,1,747,18,6,曹操,曹  操：袁绍已败走，此役将军功劳甚大，我必将上奏朝廷。 | 下一步丞相有何打算？ | 曹  操：目前我军粮草不继，需待军粮到后再攻袁绍。 | 袁氏盘踞河北，根深蒂固，若待其回到河北，不需多久便可回复气力，到时极难取胜矣。 | 曹  操：将军所言极是，可我军粮不到，实属无奈。,81:反守为攻,
7-7-1.sc,yes,911,1,903,29,9,蒋义渠 / 袁绍 / 哨兵,曹操居然要等军粮到了才攻冀州！只怕到时袁绍气力已得到了恢复！ | 骑  兵：将军何须等待丞相？以我军之力便可拿下冀州。 | 正是！他虽是丞相，但我不受制于他，他不攻，我攻！ | 袁  绍：追军将至矣。 | 蒋义渠：主公莫慌，我前去阻击之。,82:大战仓亭,
7-7-3.sc,yes,580,1,572,16,6,曹操,曹  操：将军出兵如此迅速？ | 袁绍已死于我军马蹄之下。 | 曹  操：将军立大功矣！我当在陛下面前表将军为大将军。 | 袁绍已死，现可逐一收复冀、幽、并、青四州。 | 曹  操：可先往冀州城进发。,82:大战仓亭,
7-8-1.sc,yes,1094,1,1086,20,9,曹操 / 哨兵,哨  兵：报！袁谭先锋大将吕旷领兵来攻！冀州袁尚也从北面而来！ | 曹  操：袁谭？袁尚？糟了！袁绍死，其子必齐力报仇，我军将有苦战矣！ | 袁绍各子皆欲夺权，他们此来必然是来试探我们实力，并非来力战。 | 曹  操：噢？那将军意思是？ | 目前而言，袁谭实力最强。此番可与吕旷交战，削其部分战力，使其与袁尚实力相近，后与袁谭交战，诈败而走。,83:诈败施计,
7-8-3.sc,yes,515,1,507,20,4,袁谭,袁  谭：让我看看你的实力！ | 好强！撤！ | 袁  谭：哼！也不过如此，待我继承父权后，必要反攻中原！,83:诈败施计,
7-9-1.sc,yes,640,1,632,13,8,曹操 / 郭嘉 / 哨兵,哨  兵：报！袁谭与袁尚在冀州城外扎营交战！ | 郭  嘉：主公！此时正是进攻冀州的最佳时机啊！ | 他们虽然交战，但如果面对同样的敌人，必然临时合力，我们难胜。 | 曹  操：不如我们分别攻打一个目标，我攻袁尚，将军攻袁谭，他们两面无法相救，必败。 | 我正有此意。,84:攻占冀州,
7-9-3.sc,yes,232,1,224,11,2,袁谭,袁谭跑了！快给我追！,84:攻占冀州,
7-10-1.sc,yes,414,1,406,11,7,袁谭 / 高干 / 哨兵,袁  谭：可恶曹贼！居然趁人之危！高干！立即点兵，随我前去收复冀州！ | 高  干：是！ | 哨  兵：报！追军至矣！ | 袁  谭：快！迎敌！,85:进军南皮,
7-10-3.sc,yes,545,1,537,15,5,哨兵,哨  兵：报！袁尚和袁熙走投乌桓，丞相率兵追袭，但追失而返！ | 什么！！！ | 袁家难道想让外夷入侵中原！？快！去寻一位能识得路的人，我们得快去阻止袁氏愚蠢的行动！ | 哨  兵：是！,85:进军南皮,
8-1-1.sc,no,,,,,0,,,87:关羽归刘,referenced by scriptFB but file missing
8-1-2.sc,no,,,,,0,,,87:关羽归刘,referenced by scriptFB but file missing
8-1-3.sc,no,,,,,0,,,87:关羽归刘,referenced by scriptFB but file missing
8-2-1.sc,no,,,,,0,,,88:山越作乱,referenced by scriptFB but file missing
8-2-2.sc,no,,,,,0,,,88:山越作乱,referenced by scriptFB but file missing
8-2-3.sc,no,,,,,0,,,88:山越作乱,referenced by scriptFB but file missing
8-3-1.sc,no,,,,,0,,,89:涂县遭围,referenced by scriptFB but file missing
8-3-3.sc,no,,,,,0,,,89:涂县遭围,referenced by scriptFB but file missing
8-4-1.sc,no,,,,,0,,,90:进攻阴陵,referenced by scriptFB but file missing
8-4-3.sc,no,,,,,0,,,90:进攻阴陵,referenced by scriptFB but file missing
8-5-1.sc,no,,,,,0,,,91:降服山越,referenced by scriptFB but file missing
8-5-3.sc,no,,,,,0,,,91:降服山越,referenced by scriptFB but file missing
8-6-1.sc,no,,,,,0,,,92:吴侯遇刺,referenced by scriptFB but file missing
8-6-2.sc,no,,,,,0,,,92:吴侯遇刺,referenced by scriptFB but file missing
8-6-3.sc,no,,,,,0,,,92:吴侯遇刺,referenced by scriptFB but file missing
8-7-1.sc,no,,,,,0,,,93:孙权追凶,referenced by scriptFB but file missing
8-7-3.sc,no,,,,,0,,,93:孙权追凶,referenced by scriptFB but file missing
8-8-1.sc,no,,,,,0,,,94:征伐黄祖,referenced by scriptFB but file missing
8-8-3.sc,no,,,,,0,,,94:征伐黄祖,referenced by scriptFB but file missing
8-9-1.sc,no,,,,,0,,,95:九江兵变,referenced by scriptFB but file missing
8-9-3.sc,no,,,,,0,,,95:九江兵变,referenced by scriptFB but file missing
8-10-1.sc,no,,,,,0,,,96:惩戒贪官,referenced by scriptFB but file missing
8-10-3.sc,no,,,,,0,,,96:惩戒贪官,referenced by scriptFB but file missing
8-11-1.sc,no,,,,,0,,,97:寿春之变,referenced by scriptFB but file missing
8-11-3.sc,no,,,,,0,,,97:寿春之变,referenced by scriptFB but file missing
9-lb-1-1.sc,no,,,,,0,,,99:押解遇袭,referenced by scriptFB but file missing
9-lb-1-2.sc,no,,,,,0,,,99:押解遇袭,referenced by scriptFB but file missing
9-lb-1-3.sc,no,,,,,0,,,99:押解遇袭,referenced by scriptFB but file missing
9-lb-2-1.sc,no,,,,,0,,,100:与曹反目,referenced by scriptFB but file missing
9-lb-2-3.sc,no,,,,,0,,,100:与曹反目,referenced by scriptFB but file missing
9-lb-3-1.sc,no,,,,,0,,,101:助刘战曹,referenced by scriptFB but file missing
9-lb-3-2.sc,no,,,,,0,,,101:助刘战曹,referenced by scriptFB but file missing
9-lb-3-3.sc,no,,,,,0,,,101:助刘战曹,referenced by scriptFB but file missing
9-lb-4-1.sc,no,,,,,0,,,102:火烧博望,referenced by scriptFB but file missing
9-lb-4-2.sc,no,,,,,0,,,102:火烧博望,referenced by scriptFB but file missing
9-lb-4-3.sc,no,,,,,0,,,102:火烧博望,referenced by scriptFB but file missing
9-lb-5-1.sc,no,,,,,0,,,103:力战许褚,referenced by scriptFB but file missing
9-lb-5-3.sc,no,,,,,0,,,103:力战许褚,referenced by scriptFB but file missing
9-lb-6-1.sc,no,,,,,0,,,104:火烧新野,referenced by scriptFB but file missing
9-lb-6-3.sc,no,,,,,0,,,104:火烧新野,referenced by scriptFB but file missing
